alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1750554786.8451,elite,99.558354046017,1742334563.7164,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1752369573,1752833282.9977,80,http,http://103.160.204.151:80,false,84.144830703735,12270,883,93.286702653387,103.160.204.151
true,1750602970.2173,elite,98.359077605787,1742576460.9551,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752417687,1752833282.477,80,http,http://89.116.250.107:80,false,71.282863616943,13077,7305,64.159552546364,89.116.250.107
true,1750609731.7856,elite,101.79779528445,1742485225.214,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752424680,1752833282.3954,80,http,http://216.205.52.77:80,false,46.320676803589,12695,3318,79.279335539874,216.205.52.77
true,1750611954.3447,elite,101.09372847294,1750611954.3447,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752426489,1752833281.7925,80,http,http://108.162.193.85:80,false,51.764011383057,12508,0,100,108.162.193.85
true,1750602750.0546,elite,98.454648113317,1742551699.7836,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752417808,1752833281.6219,80,http,http://45.67.215.121:80,false,68.477392196655,12881,7070,64.563179790487,45.67.215.121
true,1751960939.5812,elite,100.83123127081,1720570174.1202,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752415905,1752833281.3299,80,http,http://69.84.182.42:80,false,18.637418746948,12838,3794,77.188552188552,69.84.182.42
true,1750566294.7672,elite,100.27735405306,1742569589.5156,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752381185,1752833281.2349,80,http,http://185.221.160.50:80,false,270.96056938171,12323,537,95.824261275272,185.221.160.50
true,1752178587.6536,elite,98.533074526239,1742892927.7295,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1752424508,1752833281.2194,80,http,http://45.8.211.134:80,false,149.76382255554,12476,3204,79.566326530612,45.8.211.134
true,1751960962.3198,elite,99.625657504522,1742353288.5082,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752367571,1752833281.0794,80,http,http://170.114.45.180:80,false,77.842950820923,12322,898,93.20726172466,170.114.45.180
true,1751960883.7006,elite,97.935680813504,1720503969.6498,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1752321645,1752833281.0648,80,http,http://141.101.115.251:80,false,78.75394821167,12996,4321,75.047641046371,141.101.115.251
true,1750566787.9157,elite,101.72865615949,1742577008.4863,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752381448,1752833281.0602,80,http,http://216.24.57.159:80,false,52.794933319092,12346,537,95.831716215167,216.24.57.159
true,1750609591.4774,elite,100.04859852956,1742364334.8764,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752424591,1752833281.0264,80,http,http://185.221.160.85:80,false,46.419143676758,12297,3251,79.09055827116,185.221.160.85
true,1750600991.5665,elite,101.82474264632,1742548043.5801,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752415652,1752833280.9171,80,http,http://170.114.45.215:80,false,125.55837631226,12291,2963,80.575586731349,170.114.45.215
true,1750545064.5999,elite,98.325668366214,1742820190.2724,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752359965,1752833280.822,80,http,http://69.84.182.144:80,false,54.986715316772,12696,764,94.323922734027,69.84.182.144
true,1750575177.8317,elite,100.98006460532,1742333383.7696,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752389812,1752833280.8175,80,http,http://102.177.176.237:80,false,47.018527984619,12183,890,93.19207526964,102.177.176.237
true,1750556342.8595,elite,99.210445312056,1742356749.2158,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752371038,1752833280.8068,80,http,http://45.67.215.123:80,false,75.403213500977,12419,885,93.347865303668,45.67.215.123
true,1751961287.5432,elite,99.599373623093,1742343146.0775,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752417611,1752833280.7756,80,http,http://45.67.215.2:80,false,84.446430206299,12660,3290,79.373040752351,45.67.215.2
true,1751961142.6181,elite,99.221459976467,1742332876.4176,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752424454,1752833280.7727,80,http,http://102.177.176.235:80,false,47.512054443359,12409,3275,79.118847232849,102.177.176.235
true,1750602984.1142,elite,99.260895974784,1742426661.4657,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752417920,1752833280.5641,80,http,http://216.205.52.241:80,false,175.75287818909,12379,3265,79.129378675531,216.205.52.241
true,1752700655.2881,elite,1185.0965441446,1750803758.316,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Xi'an,Asia,AS,China,CN,,false,Chinanet,34.2635,108.9246,false,"Chinanet SN",true,Shaanxi,success,Asia/Shanghai,,1752371105,1752833280.3779,8085,http,http://117.36.76.86:8085,false,2202.6827335358,9916,505,95.154015929373,117.36.76.86
true,1752178217.6183,elite,99.265732286449,1720501177.014,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752316524,1752833280.3465,80,http,http://141.101.120.100:80,false,41.520833969116,12719,1943,86.7480561997,141.101.120.100
true,1750610065.9614,elite,100.86401411555,1742456975.3754,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752424657,1752833280.2388,80,http,http://216.24.57.53:80,false,91.387033462524,12296,3914,75.854410857495,216.24.57.53
true,1752178525.5745,elite,100.28120644142,1750621831.7912,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752436595,1752833280.0923,80,http,http://170.114.46.222:80,false,113.72470855713,12119,1,99.991749174917,170.114.46.222
true,1750574031.5648,elite,101.6243363388,1742334292.4371,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752388841,1752833280.0104,80,http,http://102.177.176.54:80,false,145.71642875671,12206,899,93.140022892026,102.177.176.54
true,1751958561.0225,elite,102.18745065442,1742362734.6872,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752405521,1752833279.963,80,http,http://170.114.45.24:80,false,41.582345962524,12184,885,93.228250057388,170.114.45.24
true,1750557260.2113,elite,99.951337393076,1742332705.8107,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752372100,1752833279.8742,80,http,http://102.177.176.167:80,false,48.624038696289,12228,891,93.208323805168,102.177.176.167
true,1750603221.4335,elite,100.9859001981,1742394329.1807,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752417722,1752833279.8731,80,http,http://69.84.182.229:80,false,45.562267303467,12529,3239,79.458396752917,69.84.182.229
true,1750602563.0894,elite,101.73775929518,1742340268.3275,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752417363,1752833279.7702,80,http,http://45.67.215.138:80,false,81.383943557739,12429,3288,79.079977094865,45.67.215.138
true,1750603225.5606,elite,100.61490913754,1742335303.5901,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752417816,1752833279.7515,80,http,http://102.177.176.112:80,false,129.24194335938,12494,3286,79.176172370089,102.177.176.112
true,1750609419.6101,elite,99.223481891761,1742405650.7082,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752424175,1752833279.7447,80,http,http://69.84.182.132:80,false,287.85276412964,12603,3279,79.353985644125,69.84.182.132
true,1750507747.6665,elite,95.648437420485,1720503821.0814,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752495296,1752833279.719,80,http,http://141.101.120.111:80,false,247.58553504944,13218,5609,70.207680458915,141.101.120.111
true,1750513826.7467,elite,97.202829615956,1720503669.3569,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1752329003,1752833279.7036,80,http,http://141.101.113.49:80,false,95.432758331299,12701,1921,86.862262344413,141.101.113.49
true,1750600841.1738,elite,97.986164566102,1742362602.9635,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752415434,1752833279.633,80,http,http://185.221.160.93:80,false,232.76877403259,12580,3294,79.249086556633,185.221.160.93
true,1752667152.8486,elite,98.783298845462,1720502524.9402,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752323727,1752833279.6247,80,http,http://141.101.120.158:80,false,339.2322063446,12784,4325,74.720907124905,141.101.120.158
true,1751961007.8452,elite,100.93880603397,1742365409.7392,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752415389,1752833279.6235,80,http,http://185.221.160.36:80,false,53.744316101074,12268,3229,79.163709104988,185.221.160.36
true,1750508975.8361,elite,96.66252114698,1720501739.7064,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752487593,1752833279.6096,80,http,http://141.101.120.185:80,false,65.219640731812,13289,5714,69.931063516287,141.101.120.185
true,1750506434.7258,elite,95.201325861125,1720482070.1406,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",51.5072,-0.127586,false,"Invermae Solutions SL",false,England,success,Europe/London,W1B,1752291021,1752833279.5944,80,http,http://185.238.228.147:80,false,405.10201454163,12765,2255,84.986684420772,185.238.228.147
true,1751960908.1777,elite,100.10472706056,1742422805.6737,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752415727,1752833279.5719,80,http,http://45.67.215.208:80,false,106.36162757874,12372,3268,79.104859335038,45.67.215.208
true,1750508917.7565,elite,96.056631168944,1720478678.8766,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",51.5072,-0.127586,false,"Invermae Solutions SL",false,England,success,Europe/London,W1B,1752323631,1752833279.5611,80,http,http://185.238.228.129:80,false,100.15845298767,12767,4532,73.801953870166,185.238.228.129
true,1752833279.4922,elite,1600.3538347954,1696968908.3646,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1752342061,1752833279.4922,4145,socks4,socks4://72.195.34.58:4145,true,819.30208206177,165739,353115,31.943282696096,72.195.34.58
true,1750600918.3654,elite,99.385061995781,1742486559.956,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752415710,1752833279.4223,80,http,http://170.114.46.142:80,false,574.78332519531,12278,3171,79.474399637517,170.114.46.142
true,1751958420.4617,elite,100.65137936495,1742556463.3303,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752417743,1752833279.3556,80,http,http://45.67.215.106:80,false,180.34553527832,12497,2940,80.95484874004,45.67.215.106
true,1752829330.3663,elite,1074.9910599592,1726581556.5111,"AS8560 IONOS SE",IONOS-AS,Berlin,Europe,EU,Germany,DE,Charlottenburg-Wilmersdorf,true,"IONOS SE",52.5234,13.3224,false,"Strato GmbH",true,"State of Berlin",success,Europe/Berlin,10587,1752435878,1752833279.2671,80,http,http://85.215.64.49:80,false,68.951606750488,187236,34863,84.302945983548,85.215.64.49
true,1752178564.6239,elite,98.550567315507,1742540773.6563,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752424471,1752833279.2364,80,http,http://69.84.182.163:80,false,90.75665473938,12924,3107,80.618801072921,69.84.182.163
true,1750507039.2802,elite,98.642421433358,1742681196.737,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752251870,1752833278.8101,80,http,http://89.116.250.255:80,false,148.81300926208,12988,992,92.904148783977,89.116.250.255
true,1750566687.3543,elite,100.60808320045,1742471101.8647,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752381192,1752833278.5155,80,http,http://45.67.215.117:80,false,38.671731948853,12342,841,93.620571948722,45.67.215.117
true,1750622710.435,elite,101.03353483387,1750622710.435,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752437393,1752833278.4967,80,http,http://185.221.160.185:80,false,52.181243896484,12189,0,100,185.221.160.185
true,1750509554.4305,elite,96.929187476878,1720503230.3832,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752524575,1752833278.4651,80,http,http://108.162.193.175:80,false,131.21604919434,13483,5064,72.696392947647,108.162.193.175
true,1752833278.4439,elite,1269.5924732385,1710634043.2842,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1752627155,1752833278.4439,3128,http,http://128.199.202.122:3128,false,670.88961601257,151581,450993,25.155582550857,128.199.202.122
true,1750609774.015,elite,101.55824387312,1742482113.2201,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752424665,1752833278.3841,80,http,http://216.205.52.62:80,false,161.42201423645,12283,3757,76.577306733167,216.205.52.62
true,1750603263.0126,elite,102.06531822135,1742395135.6902,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752418056,1752833278.3463,80,http,http://89.116.250.224:80,false,174.57270622253,12536,3276,79.281558310144,89.116.250.224
true,1750507034.7672,elite,97.265403312549,1720501132.2772,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752321569,1752833278.3213,80,http,http://141.101.120.138:80,false,64.034700393677,13111,4367,75.014303696075,141.101.120.138
true,1751960892.2806,elite,101.05922952657,1742614087.6947,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752417892,1752833278.3146,80,http,http://69.84.182.203:80,false,179.17728424072,12700,3015,80.814508431435,69.84.182.203
true,1750600956.453,elite,100.63243182696,1742510822.435,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752415847,1752833278.2255,80,http,http://216.205.52.80:80,false,216.9303894043,12344,3090,79.979266554361,216.205.52.80
true,1750508234.8965,elite,96.493876187223,1720455514.6925,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752455658,1752833278.1115,80,http,http://141.101.120.183:80,false,97.995519638062,13315,6690,66.558360409898,141.101.120.183
true,1751958497.6301,elite,95.90279926444,1720481878.3474,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",51.5072,-0.127586,false,"Invermae Solutions SL",false,England,success,Europe/London,W1B,1752511967,1752833277.9345,80,http,http://185.238.228.139:80,false,111.98115348816,13251,5493,70.694622279129,185.238.228.139
true,1752833277.8818,elite,3118.2750783892,1697055682.8489,"AS203214 Hulum Almustakbal Company for Communication Engineering and Services Ltd",HulumTele,Baghdad,Asia,AS,Iraq,IQ,,false,Hulum,33.3364,44.4004,false,"EarthLink Ltd. Communications&",true,Baghdad,success,Asia/Baghdad,,1752670059,1752833277.8818,52015,socks4,socks4://109.224.12.170:52015,true,3458.2307338715,22096,448769,4.6926401410171,109.224.12.170
true,1752357191.5823,elite,100.38373923644,1742585192.9761,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752393285,1752833277.7767,80,http,http://170.114.45.82:80,false,23.692846298218,12178,565,95.566193204112,170.114.45.82
true,1750602960.7232,elite,101.52856200164,1742442012.1021,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752417560,1752833277.7761,80,http,http://170.114.45.72:80,false,37.140846252441,12280,3266,78.9913804194,170.114.45.72
true,1750602850.4529,elite,100.76229743536,1742458952.2418,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752417441,1752833277.7695,80,http,http://216.205.52.198:80,false,32.228231430054,12490,3235,79.427662957075,216.205.52.198
true,1750508450.3796,elite,97.387900064624,1720503820.9541,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752323217,1752833277.7514,80,http,http://108.162.193.158:80,false,30.801773071289,13338,4324,75.518061374703,108.162.193.158
true,1750609952.8601,elite,98.37695655781,1742584068.3167,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752425137,1752833277.7189,80,http,http://170.114.46.158:80,false,122.22599983215,12777,6585,65.990083669042,170.114.46.158
true,1751958447.4627,elite,100.01817219831,1742526770.3479,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752406730,1752833277.596,80,http,http://185.221.160.145:80,false,52.3362159729,12251,655,94.924841159151,185.221.160.145
true,1751958448.8549,elite,102.02086068084,1742334343.4111,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752396896,1752833277.5626,80,http,http://89.116.250.181:80,false,87.405681610107,12509,894,93.329851525778,89.116.250.181
true,1750574877.2059,elite,100.28192527574,1742333514.696,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1752389648,1752833277.5244,80,http,http://103.160.204.163:80,false,321.47026062012,12194,902,93.112400733048,103.160.204.163
true,1750561152.4417,elite,101.46483621004,1742686257.6871,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752376113,1752833277.5182,80,http,http://69.84.182.140:80,false,135.329246521,12605,811,93.954979129398,69.84.182.140
true,1752833277.4948,elite,9102.1298772286,1697035083.593,"AS53667 FranTech Solutions",PONYNET,Miami,"North America",NA,"United States",US,,true,"FranTech Solutions",25.7838,-80.1823,false,"FranTech Solutions",true,Florida,success,America/New_York,33132,1752798250,1752833277.4948,44499,socks4,socks4://45.61.188.134:44499,true,471.01306915283,75724,419387,15.294348136075,45.61.188.134
true,1750507767.6743,elite,95.101492330516,1720500815.0307,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1752502569,1752833277.4806,80,http,http://141.101.114.26:80,false,141.29304885864,13296,5448,70.934699103713,141.101.114.26
true,1750601069.2474,elite,147.76728650622,1745125906.2996,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Ashburn,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",39.0438,-77.4874,false,"Cloudflare, Inc.",false,Virginia,success,America/New_York,20149,1752415860,1752833277.3885,80,http,http://108.162.198.28:80,false,262.04991340637,12854,2520,83.608689996097,108.162.198.28
